COD_ART,DESCRIPCION,EAN13
427/4,DUCHA EMB C/TRANSF CR C.CERAM KEOPS 4,7798077384262
428/4,DUCHA EMB.C/TRAN.PERLADO C/CER KEOPS 4,7798077384293
467/4,DUCHA EMB.S/TRANSF.C/CERAM.CR KEOPS 4,7798077389496
209,LAVATORIO CROMO LAZA,7798077382114
309,"BIDE CROMO ""LAZA""",7798077382121
409,"DUCHA EXT.C/TRANSF.CR ""LAZA""",7798077382138
429,"DUCHA EMB.C/TRANSF.CR ""LAZA""",7798077382145
459,DUCHA EXT.S/TRANSF.CR LAZA,7798077382152
469,"DUCHA EMB. S/TRANSF.CR ""LAZA""",7798077382169
691,CANILLA COCINA DE MESADA  LAZA,7798077386914
693,CANILLA COCINA DE PARED P. BAJO LAZA,7798077386938
695,CANILLA COCINA PARED P.ALTO LAZA,7798077386952
919/M,JGO.MDA.P.CANO CROMO LAZA,7798077382176
939,JGO.COCINA C/EXTENSIBLE CR LAZA,7798077382190
949,JGO.COC.PARED.EMB. CR LAZA,7798077382183
213,LAVATORIO LINEA LUGO,7798077382206
313,BIDE LINEA LUGO,7798077382213
413,"DUCHA EXTERIOR C/TRAN.CROMO ""LUGO""",7798077382251
433,DUCHA EMBUT.C/TRANSF.LINEA LUGO,7798077382220
473,"DUCHA EMBUTIR S/TRANSF. ""LUGO""",7798077382237
913/M,JGO.COCINA MESADA LINEA LUGO,7798077382268
963,"JGO.COC.PARED EMBUTIR ""LUGO""",7798077382244
LBD/L,PACK GRIF. LUGO LAV-BI-DUCHA EMB.C/TRANSF.,7798077382282
215,"LAVATORIO CROMO ""MURCIA""",7798077381506
216,"LAVATORIO PERLADO ""MURCIA""",7798077381551
216/O,"LAVATORIO PERLADO/ORO ""MURCIA""",7798077382909
315,BIDE CROMO MURCIA,7798077381513
316,BIDE PERLADO MURCIA,7798077381568
316/O,BIDE PERLADO/ORO MURCIA,7798077382916
415,DUCHA EXT.C/TRANSF. CR MURCIA,7798077381629
416,DUCHA EXT.C/TRANSF.PERLADO MURCIA,7798077381636
416/O,DUCHA EXT.C/TRANSF.PERLADO/ORO MURCIA,7798077382923
435,DUCHA EMB.C/TRANSF.CR MURCIA,7798077381520
436,DUCHA EMB.C/TRANSF PERLADO MURCIA,7798077381575
436/O,DUCHA EMB.C/TRANF PERLADO/ORO MURCIA,7798077382930
475,DUCHA EMB.S/TRANSF. CR MURCIA,7798077381537
476,DUCHA EMB.S/TRANSF.PERLADO MURCIA,7798077381582
835,JGO.MDA. P.FUNDIDO CR MURCIA,7798077381544
835/C,JGO.MDA.P.FUND. CR C.CERAM. MURCIA,7798077383142
836,JGO.MDA. P.FUNDIDO PERLADO MURCIA,7798077381599
836/C,J.MDA.P.FUND.C.CERAM. PERLADO MURCIA,7798077383197
836/O,JGO.MDA.P.FUND. PERLADO/ORO MURCIA,7798077382947
280,LAVATORIO MONOCOMANDO NABUCCO CROMO,7798077382800
281,LAVATORIO MONOCOMANDO NABUCCO PERLADO,7798077382817
380,BIDE C/TRANSF.MONOC.NABUCCO CROMO,7798077383807
381,BIDE C/TRANSF.MONOC. NABUCCO PERLADO,7798077383814
480,DUCHA EXT.MONOC.C/TRANSF.NABUCCO CROMO,7798077384804
481,DUCHA EXT.MONOC.C/TRANSF. NABUCCO PERLADO,7798077384811
980,MONOCOMANDO COCINA LATERAL NABUCCO CROMO,7798077389809
202,LAVATORIO A SOPAPA CROMO PERLADO TECHNO,7798077382022
202/C,LAVATORIO TECHNO CIERRE CERAMICO,7798077383906
302,BIDE CR PERLADO TECHNO,7798077383029
302/C,BIDE TECHNO C.CERAM,7798077383913
402,DUCHA EXT.C/TRANS.CROMO PERLADO TECHNO,7798077384026
402/C,DUCHA EXT.C/T TECHNO C.CERAMICO,7798077383937
422,DUCHA DE EMB. C/TRANSF. TECHNO,7798077384224
422/C,DUCHA EMBUTIR C/TRA.CERAMICO TECHNO,7798077383920
825/C,J.MDA.P.FUNDIDO LINEA TECHNO C.CERAMICO,7798077388253
825/M,"J.MDA. PICO FUNDIDO PERLADO ""TECHNO""",7798077388260
970,MONOCOMANDO COCINA CROMO VERIN,7798077389700
970/2,MONOCOMANDO COCINA CROMO VERIN 2,7798077389724
971/2,MONOCOMANDO COCINA BLANCO VERIN 2,7798077389731
203/E,LAVATORIO A SOPAPA CR VERIN,7798077387065
910/E,MESADA PICO CANO VERIN,7798077387171
F1330,"FLEXIBLE MONOCOMANDO 1/2"" x 30 cm",7798077383456
F1340,"FLEXIBLE MONOCOMANDO 1/2"" x 40 cm",7798077383463
1400,CONJ.BRAZO Y FLOR DE DUCHA METAL CROMO,7798077381926
1400/O,CONJ.BRAZO Y FLOR DE DUCHA METAL COMO/ORO,7798077381933
1400/P,CONJ.BRAZO Y FLOR DE DUCHA METAL PERLADO,7798077381940
1401,CONJ.BRAZO Y FLOR DE DUCHA META,7798077381957
1450,NO USAR PASA A737C CONJUNTO BRAZO Y FLOR DE DUCHA,7798077381964
1451,NO USAR PASA A737B CONJUNTO BRAZO Y FLOR DE DUCHA,7798077381971
950/CH,NO USAR PASA A713 CHAPA CUBRE AGUJERO MONOCOMANDO,7798077383227
A0023,NO USAR PASA A023 DESAGOTE PLASTICO PARA LAVATORIO,7798077381919
A200,NO USAR PASA A727C AIREADOR Y BUJE LATON CROMO M24,7798077383401
A204,AIREADOR  GRIFERIA ORO,7798077383432
C200,NO USAR PASA A001 CABEZAL STD NO ASCENDENTE P/GRIF,7798077383418
C200/C,NO USAR PASA A002/A003 CABEZAL CIERRE CERAMICO P,7798077383210
C203,NO USAR PASAR A015R CORTACHORRO  PLASTICO GRIFERIA,7798077383425
C501,CAPUCHON P/LLAVE DE GAS BRONCE,7798077388000
C503,CAPUCHON P/LLAVE DE GAS CROMO,7798077387997
C505,NO USAR PASA U211 CAMPANA P/LLAVE DE GAS,7798077385849
C920/M,NO USAR INACTIVADO CAMPANA GRIF. MESADA Y PICO DE,7798077383234
C950,no usar pasa A006 CARTUCHO CERAMICO PARA MONOCOMAN,7798077383364
CF1319,CAMPANA FLEXIBLE,7798077383241
CL200,CAMPANA LAVATORIO - BIDET  Y DUC,7798077383258
DB220,DUCHADOR BLANCO,7798077383272
DC420,NO USAR PASA A017  DUCHADOR CROMO,7798077383302
FB220,FLEXIBLE DUCHADOR BLANCO,7798077383296
FC420,NO USAR PASA A018 FLEXIBLE DUCHADOR CROMO,7798077383319
M501,NO USAR PASA U200Z MANIJA P/LLAVE DE GAS BRONCE,7798077385801
M503,NO USAR PASA A795C MANIJA P/LLAVE DE GAS CROMO,7798077385818
S220,SOPORTE DUCHADOR BLANCO,7798077383289
S420,NO USAR PASA A019  SOPORTE DUCHADOR CROMO,7798077383326
T/920,TORNILLO PARA VOLANTE GRIFERIA,7798077383333
V203,NO USAR PASA A712B VOLANTE LUGO COMPLETO,7798077383449
V920,VOLANTE BASICA CROMO COMPLETO,7798077383357
V921,NO USAR INACTIVADO VOLANTE GRIFERIA LINEA BASICA B,7798077383340
VX/920,VOLANTE P/GRIFERIA CROMO CRUZ C,7798077383203
150/2,"LLAVE DE PASO C/C MH CROMO 3/4""BASICA",7798077382350
151/2,"LLAVE DE PASO C/C MH BLANCA 3/4""BASICA",7798077382367
153/1,LLAVE DE PASO STD CR 1/2 DIQUE,7798077382305
153/2,LLAVE DE PASO STD CR 3/4 DIQUE,7798077382343
155/1,LLAVE DE PASO CR 1/2 MURCIA,7798077385672
155/2,LLAVE DE PASO CR 3/4 MURCIA,7798077385689
159/1,LLAVE DE PASO STD 1/2 LAZA,7798077385719
167/2,"LLAVE DE PASO STD MH CR 3/4"" KEOPS 4",7798077381766
4B19,"ESFERICA 4 BAR APROBADA I.G.A. 3/4""",7798077385078
501,"LLAVE DE GAS 1/2"" BRONCE ""DIQUE""",7798077385016
502,"LLAVE DE GAS 3/4"" BRONCE ""DIQUE""",7798077385023
503,"LLAVE DE GAS 1/2"" CROMO ""DIQUE""",7798077385030
504,"LLAVE DE GAS 3/4"" CROMO ""DIQUE""",7798077385047
505,"LLAVE DE GAS 1/2"" C/CAMPANA ""DIQUE""",7798077385054
506,"LLAVE DE GAS 3/4"" C/CAMPANA ""DIQUE""",7798077385061
508,"LLAVE PARA GAS  1"" BRONCE",7798077385085
509,"LLAVE P/GAS C/CANDADO 3/4"" MACHO-HEMBRA",7798077385092
510,"LLAVE P/GAS C/CANDADO 3/4"" HEMBRA-HEMBRA",7798077385108
511,"LLAVE P/GAS C/CANDADO 1"" MACHO-HEMBRA",7798077385115
 7798115118511 ,"LLAVE P/GAS C/CANDADO 1"" Machomenos", 7798115118511 
